0, 256, 1, 0.000000
0, 256, 2, 0.000000
0, 256, 3, 0.000000
0, 256, 4, 0.000000
0, 256, 5, 0.000000
0, 256, 6, 0.000000
0, 256, 7, 0.000000
0, 256, 8, 0.000000
0, 256, 9, 0.000000
0, 256, 10, 0.000000
0, 256, 11, 0.000000
0, 256, 12, 0.000000
0, 256, 13, 0.000000
0, 256, 14, 0.000000
0, 256, 15, 0.000000
0, 256, 16, 0.000000
0, 512, 1, 0.000000
0, 512, 2, 0.000000
0, 512, 3, 0.000000
0, 512, 4, 0.000000
0, 512, 5, 0.000000
0, 512, 6, 0.000000
0, 512, 7, 0.000000
0, 512, 8, 0.000000
0, 512, 9, 0.000000
0, 512, 10, 0.000000
0, 512, 11, 0.000000
0, 512, 12, 0.000000
0, 512, 13, 0.000000
0, 512, 14, 0.000000
0, 512, 15, 0.000000
0, 512, 16, 0.000000
10, 256, 1, 0.014004
10, 256, 2, 0.007490
10, 256, 3, 0.008347
10, 256, 4, 0.006504
10, 256, 5, 0.008250
10, 256, 6, 0.007323
10, 256, 7, 0.007052
10, 256, 8, 0.006036
10, 256, 9, 0.007342
10, 256, 10, 0.007417
10, 256, 11, 0.006578
10, 256, 12, 0.006292
10, 256, 13, 0.006958
10, 256, 14, 0.006921
10, 256, 15, 0.006450
10, 256, 16, 0.006230
10, 512, 1, 0.057186
10, 512, 2, 0.043608
10, 512, 3, 0.029641
10, 512, 4, 0.022619
10, 512, 5, 0.029596
10, 512, 6, 0.029724
10, 512, 7, 0.025679
10, 512, 8, 0.022486
10, 512, 9, 0.026640
10, 512, 10, 0.027060
10, 512, 11, 0.024146
10, 512, 12, 0.022723
10, 512, 13, 0.025431
10, 512, 14, 0.025442
10, 512, 15, 0.023873
10, 512, 16, 0.022945
100, 256, 1, 0.135440
100, 256, 2, 0.085294
100, 256, 3, 0.079310
100, 256, 4, 0.058269
100, 256, 5, 0.079768
100, 256, 6, 0.077343
100, 256, 7, 0.067718
100, 256, 8, 0.058506
100, 256, 9, 0.072135
100, 256, 10, 0.071400
100, 256, 11, 0.064419
100, 256, 12, 0.059590
100, 256, 13, 0.068652
100, 256, 14, 0.066632
100, 256, 15, 0.061748
100, 256, 16, 0.058330
100, 512, 1, 0.531332
100, 512, 2, 0.273227
100, 512, 3, 0.296376
100, 512, 4, 0.223738
100, 512, 5, 0.287909
100, 512, 6, 0.295386
100, 512, 7, 0.256204
100, 512, 8, 0.223401
100, 512, 9, 0.261461
100, 512, 10, 0.266299
100, 512, 11, 0.245624
100, 512, 12, 0.225583
100, 512, 13, 0.251866
100, 512, 14, 0.253787
100, 512, 15, 0.240259
100, 512, 16, 0.225514
1000, 256, 1, 1.349541
1000, 256, 2, 0.798371
1000, 256, 3, 0.786029
1000, 256, 4, 0.576872
1000, 256, 5, 0.784633
1000, 256, 6, 0.789183
1000, 256, 7, 0.669490
1000, 256, 8, 0.580300
1000, 256, 9, 0.704559
1000, 256, 10, 0.710479
1000, 256, 11, 0.633653
1000, 256, 12, 0.581671
1000, 256, 13, 0.681120
1000, 256, 14, 0.669119
1000, 256, 15, 0.618365
1000, 256, 16, 0.579822
1000, 512, 1, 5.224210
1000, 512, 2, 2.750952
1000, 512, 3, 2.965170
1000, 512, 4, 2.226648
1000, 512, 5, 2.873016
1000, 512, 6, 2.955700
1000, 512, 7, 2.572007
1000, 512, 8, 2.231645
1000, 512, 9, 2.610262
1000, 512, 10, 2.677842
1000, 512, 11, 2.484677
1000, 512, 12, 2.235004
1000, 512, 13, 2.505932
1000, 512, 14, 2.535529
1000, 512, 15, 2.405443
1000, 512, 16, 2.235387
10000, 256, 1, 13.477362
10000, 256, 2, 7.221842
10000, 256, 3, 7.836454
10000, 256, 4, 5.737915
10000, 256, 5, 7.760491
10000, 256, 6, 7.855206
10000, 256, 7, 6.690430
10000, 256, 8, 5.773198
10000, 256, 9, 6.981094
10000, 256, 10, 7.086622
10000, 256, 11, 6.321616
10000, 256, 12, 5.783881
10000, 256, 13, 6.795874
10000, 256, 14, 6.661641
10000, 256, 15, 6.153309
10000, 256, 16, 5.805679
10000, 512, 1, 52.088556
10000, 512, 2, 27.564966
10000, 512, 3, 29.584364
10000, 512, 4, 22.300196
10000, 512, 5, 28.638087
10000, 512, 6, 29.531632
10000, 512, 7, 25.647417
10000, 512, 8, 22.233744
10000, 512, 9, 25.992079
10000, 512, 10, 26.791013
10000, 512, 11, 24.532991
10000, 512, 12, 22.273811
10000, 512, 13, 25.041317
10000, 512, 14, 25.386405
10000, 512, 15, 23.994172
10000, 512, 16, 22.249449
